1;2;60;1;
2;3;60;1;
3;4;60;1;
4;5;60;1;
5;6;60;1;
6;7;60;1;
7;8;60;1;
8;9;60;1;
9;10;60;1;
10;11;60;1;
11;12;60;1;
12;13;60;1;
13;14;60;1;
14;15;60;1;
15;16;60;1;
16;17;60;1;
17;18;60;1;
18;19;60;1;
19;20;60;1;
20;21;60;1;
21;22;60;1;
22;23;60;1;
23;24;60;1;
24;25;60;1;
25;26;60;1;
26;27;60;1;
27;28;60;1;
28;29;60;1;
29;30;60;1;
30;31;60;1;
31;32;60;1;
32;33;60;1;
33;34;60;1;
34;35;60;1;
35;36;60;1;
36;37;60;1;
37;38;60;1;
38;39;60;1;
39;40;60;1;
40;41;60;1;
41;42;60;1;
42;43;60;1;
43;44;60;1;
44;45;60;1;
45;46;60;1;
46;47;60;1;
47;48;60;1;
48;49;60;1;
49;50;60;1;
50;51;60;1;
51;52;60;1;
52;53;60;1;
53;54;60;1;
54;55;60;1;
55;56;60;1;
56;57;60;1;
57;58;60;1;
58;59;60;1;
59;60;60;1;
60;61;60;1;
61;62;60;1;
62;63;60;1;
63;64;60;1;
64;65;60;1;
65;66;60;1;
66;67;60;1;
67;68;60;1;
68;69;60;1;
69;70;60;1;
70;71;60;1;
71;72;60;1;
72;73;60;1;
73;74;60;1;
74;75;60;1;
75;76;60;1;
76;1;60;1;
1;41;60;1;
41;3;60;1;
3;39;60;1;
39;77;60;1;
77;78;60;1;
78;79;60;1;
79;80;60;1;
80;81;60;1;
81;82;60;1;
82;83;60;1;
83;84;60;1;
84;85;60;1;
85;86;60;1;
86;87;60;1;
87;88;60;1;
88;89;60;1;
89;90;60;1;
90;91;60;1;
91;92;60;1;
92;93;60;1;
93;94;60;1;
94;95;60;1;
95;96;60;1;
96;97;60;1;
97;98;60;1;
98;99;60;1;
99;100;60;1;
100;101;60;1;
101;102;60;1;
102;103;60;1;
103;104;60;1;
104;105;60;1;
105;106;60;1;
106;107;60;1;
107;108;60;1;
108;109;60;1;
109;110;60;1;
110;111;60;1;
111;112;60;1;
112;113;60;1;
113;114;60;1;
114;115;60;1;
115;116;60;1;
116;5;60;1;
5;117;60;1;
117;118;60;1;
118;119;60;1;
119;120;60;1;
120;121;60;1;
121;122;60;1;
122;123;60;1;
123;124;60;1;
124;125;60;1;
125;126;60;1;
126;127;60;1;
127;128;60;1;
128;129;60;1;
129;130;60;1;
130;131;60;1;
131;132;60;1;
132;49;60;1;
49;133;60;1;
133;134;60;1;
134;135;60;1;
135;136;60;1;
136;137;60;1;
137;138;60;1;
138;1;60;1;
1;139;60;1;
139;140;60;1;
140;141;60;1;
141;142;60;1;
142;143;60;1;
143;144;60;1;
144;145;60;1;
145;146;60;1;
146;147;60;1;
147;148;60;1;
148;149;60;1;
149;150;60;1;
150;151;60;1;
151;152;60;1;
152;153;60;1;
153;154;60;1;
154;155;60;1;
155;156;60;1;
156;157;60;1;
157;158;60;1;
158;159;60;1;
159;81;60;1;
81;160;60;1;
160;161;60;1;
161;162;60;1;
162;163;60;1;
163;5;60;1;
5;164;60;1;
164;165;60;1;
165;166;60;1;
166;167;60;1;
167;168;60;1;
168;169;60;1;
169;170;60;1;
170;171;60;1;
171;172;60;1;
172;173;60;1;
173;174;60;1;
174;175;60;1;
175;176;60;1;
176;177;60;1;
177;178;60;1;
178;179;60;1;
179;180;60;1;
180;181;60;1;
181;182;60;1;
182;183;60;1;
183;184;60;1;
184;185;60;1;
185;186;60;1;
186;187;60;1;
187;188;60;1;
188;189;60;1;
189;190;60;1;
190;191;60;1;
191;192;60;1;
192;193;60;1;
193;194;60;1;
194;195;60;1;
195;196;60;1;
196;197;60;1;
197;198;60;1;
198;199;60;1;
199;166;60;1;
166;200;60;1;
200;38;60;1;
38;39;60;1;
39;40;60;1;
40;201;60;1;
201;1;60;1;
1;202;60;1;
202;203;60;1;
203;204;60;1;
204;205;60;1;
205;206;60;1;
206;207;60;1;
207;208;60;1;
208;209;60;1;
209;210;60;1;
210;211;60;1;
211;212;60;1;
212;213;60;1;
213;214;60;1;
214;215;60;1;
215;216;60;1;
216;217;60;1;
217;218;60;1;
218;219;60;1;
219;220;60;1;
220;221;60;1;
221;222;60;1;
222;223;60;1;
223;206;60;1;
206;224;60;1;
224;225;60;1;
225;226;60;1;
226;227;60;1;
227;41;60;1;
41;3;60;1;
3;228;60;1;
228;229;60;1;
229;164;60;1;
164;230;60;1;
230;231;60;1;
231;232;60;1;
232;233;60;1;
233;234;60;1;
234;235;60;1;
235;236;60;1;
236;237;60;1;
237;238;60;1;
238;239;60;1;
239;240;60;1;
240;241;60;1;
241;242;60;1;
242;243;60;1;
243;244;60;1;
244;111;60;1;
111;112;60;1;
112;113;60;1;
113;115;60;1;
115;83;60;1;
83;84;60;1;
84;85;60;1;
85;245;60;1;
245;246;60;1;
246;247;60;1;
247;248;60;1;
248;249;60;1;
249;250;60;1;
250;251;60;1;
251;252;60;1;
252;253;60;1;
253;254;60;1;
254;255;60;1;
255;4;60;1;
4;40;60;1;
40;256;60;1;
256;41;60;1;
41;42;60;1;
42;1;60;1;
1;41;60;1;
41;3;60;1;
3;39;60;1;
39;5;60;1;
5;257;60;1;
