257;258;60;1;
258;259;60;1;
259;260;60;1;
260;261;60;1;
261;262;60;1;
262;263;60;1;
263;264;60;1;
264;265;60;1;
265;266;60;1;
266;267;60;1;
267;101;60;1;
101;102;60;1;
102;103;60;1;
103;104;60;1;
104;105;60;1;
105;268;60;1;
268;269;60;1;
269;270;60;1;
270;109;60;1;
109;271;60;1;
271;272;60;1;
272;273;60;1;
273;274;60;1;
274;275;60;1;
275;276;60;1;
276;277;60;1;
277;5;60;1;
5;4;60;1;
4;278;60;1;
278;41;60;1;
41;42;60;1;
42;43;60;1;
43;44;60;1;
44;279;60;1;
279;280;60;1;
280;281;60;1;
281;282;60;1;
282;283;60;1;
283;70;60;1;
70;71;60;1;
71;49;60;1;
49;50;60;1;
50;51;60;1;
51;52;60;1;
52;284;60;1;
284;54;60;1;
54;285;60;1;
285;286;60;1;
286;287;60;1;
287;288;60;1;
288;289;60;1;
289;290;60;1;
290;291;60;1;
291;292;60;1;
292;293;60;1;
293;294;60;1;
294;295;60;1;
295;296;60;1;
296;297;60;1;
297;298;60;1;
298;1;60;1;
2;41;2;2;
1;43;200;2;
4;39;79;2;
39;117;38;2;
113;115;130;2;
84;274;142;2;
10;241;1;2;
